Income,Age,Total_Spend,Recency,Frequency,Customer_Segment,CLV_Tier,Predicted_CLV
51315.0,78,222,126,9,At-Risk,Low CLV,190.69028
36026.0,54,61,105,5,At-Risk,Low CLV,54.323643
24639.0,53,44,152,6,At-Risk,Low CLV,68.89671
34578.0,54,8,79,3,At-Risk,Low CLV,23.111946
65704.0,54,817,259,22,Lost,Mid CLV,1176.9531
63810.0,60,1371,595,19,Champions,Mid CLV,1289.314
54132.0,57,42,133,4,At-Risk,Low CLV,45.604843
18690.0,67,60,548,4,Loyal,Low CLV,45.47655
28164.0,56,78,421,6,Loyal,Low CLV,73.02541
34596.0,52,23,442,3,Loyal,Low CLV,30.663675
43269.0,54,19,286,3,At-Risk,Low CLV,25.183695
38741.0,68,61,91,5,At-Risk,Low CLV,52.102467
31907.0,54,449,482,13,Loyal,Low CLV,394.20132
27100.0,43,37,450,4,Loyal,Low CLV,41.477074
31163.0,53,38,136,4,At-Risk,Low CLV,34.771076
92533.0,41,1131,192,22,Lost,Mid CLV,1391.0089
34853.0,53,34,188,5,At-Risk,Low CLV,54.323643
70844.0,59,294,242,12,At-Risk,Low CLV,370.37454
31086.0,47,48,421,4,Loyal,Low CLV,50.734894
60544.0,65,289,673,11,Loyal,Low CLV,340.16064
20491.0,40,30,520,3,Loyal,Low CLV,41.78788
42523.0,62,125,67,6,At-Risk,Low CLV,77.8463
39922.0,43,156,500,7,Loyal,Low CLV,119.34547
33402.0,74,70,346,6,At-Risk,Low CLV,84.208084
36408.0,77,22,281,3,At-Risk,Low CLV,16.416765
21645.0,47,65,664,6,Loyal,Low CLV,78.829384
78427.0,78,1930,613,20,Champions,High CLV,1773.5107
82657.0,80,2283,275,22,Lost,High CLV,2103.8708
51876.0,68,310,257,12,At-Risk,Low CLV,348.4419
78041.0,55,1319,560,17,Champions,Mid CLV,1293.4021
52852.0,69,879,575,22,Champions,Mid CLV,924.8075
70038.0,44,1244,247,16,Lost,Mid CLV,1064.9865
69401.0,53,690,98,13,Lost,Mid CLV,875.08026
46053.0,54,209,497,9,Loyal,Low CLV,221.13785
77343.0,61,1134,20,16,Lost,Mid CLV,938.6004
73892.0,73,1507,228,22,Lost,Mid CLV,1178.2667
40304.0,59,57,272,5,At-Risk,Low CLV,54.323643
32727.0,61,529,670,15,Loyal,Low CLV,564.6802
68695.0,57,1091,4,15,Lost,Mid CLV,1039.4203
43300.0,55,180,624,8,Loyal,Low CLV,182.65878
26290.0,54,77,533,6,Loyal,Low CLV,82.63781
93790.0,56,2349,137,25,Lost,Mid CLV,1496.1921
38410.0,52,534,653,16,Champions,Low CLV,659.9411
64866.0,76,556,154,17,Lost,Low CLV,672.2017
57957.0,67,637,314,18,Lost,Low CLV,689.1086
46015.0,71,46,77,4,At-Risk,Low CLV,30.803831
16531.0,48,44,11,6,At-Risk,Low CLV,57.559326
28072.0,40,47,356,4,Loyal,Low CLV,39.971397
49476.0,63,795,374,18,Lost,Mid CLV,824.9901
50725.0,73,586,501,17,Champions,Low CLV,608.79913
83844.0,74,1574,413,19,Champions,High CLV,1578.5881
41145.0,76,13,141,3,At-Risk,Low CLV,20.466455
67419.0,56,1471,529,21,Champions,Mid CLV,1246.2225
23162.0,56,65,190,5,At-Risk,Low CLV,47.90513
34380.0,49,175,423,8,Loyal,Low CLV,177.3703
34704.0,60,40,428,4,Loyal,Low CLV,44.933666
94871.0,57,1078,666,17,Champions,Mid CLV,1082.9668
65148.0,68,1115,590,19,Champions,Mid CLV,1216.1005
39898.0,72,134,502,7,Loyal,Low CLV,110.07351
64857.0,70,1540,583,22,Champions,Mid CLV,1325.2776
59892.0,56,87,239,6,At-Risk,Low CLV,116.74317
41020.0,39,217,244,9,At-Risk,Low CLV,206.83429
57072.0,65,1034,156,25,Lost,Mid CLV,1002.04474
60474.0,47,1180,454,24,Champions,Mid CLV,1094.4862
62807.0,66,819,667,20,Champions,Mid CLV,912.55383
19414.0,45,32,256,4,At-Risk,Low CLV,30.892939
19107.0,46,46,311,4,At-Risk,Low CLV,32.28892
75484.0,50,1159,696,16,Champions,Mid CLV,1206.4326
70379.0,50,860,483,22,Champions,Mid CLV,1057.302
79419.0,56,1631,7,14,Lost,Mid CLV,1485.9983
64014.0,80,444,19,15,Lost,Low CLV,500.8268
76998.0,71,1910,534,27,Champions,High CLV,1749.156
49854.0,54,380,231,13,At-Risk,Low CLV,390.50177
60585.0,55,736,370,20,Lost,Mid CLV,814.0541
42873.0,76,269,524,11,Loyal,Low CLV,291.33313
87679.0,38,2524,337,28,Champions,High CLV,2321.5896
57867.0,48,612,271,18,Lost,Low CLV,617.348
35765.0,36,75,200,6,At-Risk,Low CLV,74.43299
65492.0,67,1045,154,24,Lost,Mid CLV,919.0624
32952.0,49,55,210,5,At-Risk,Low CLV,52.689472
53374.0,57,1064,682,15,Champions,Mid CLV,863.5974
71706.0,67,1443,593,21,Champions,Mid CLV,1388.9028
68487.0,38,1366,532,29,Champions,Mid CLV,1352.9141
53253.0,51,436,503,12,Loyal,Low CLV,463.4471
31163.0,53,38,136,4,At-Risk,Low CLV,34.771076
42014.0,49,436,681,14,Loyal,Low CLV,426.05685
54108.0,53,747,601,19,Champions,Low CLV,733.5517
49667.0,71,1396,678,20,Champions,Mid CLV,1314.034
63206.0,52,928,101,13,Lost,Mid CLV,829.6837
57136.0,54,642,355,17,Lost,Low CLV,593.7842
46772.0,51,1048,599,24,Champions,Mid CLV,1024.5493
78931.0,55,943,247,23,Lost,Mid CLV,1269.4817
53977.0,68,907,386,22,Champions,Mid CLV,886.46246
84219.0,38,1198,147,17,Lost,Mid CLV,1233.692
46098.0,51,120,680,7,Loyal,Low CLV,143.9939
73538.0,61,1658,581,23,Champions,Mid CLV,1441.8186
79529.0,40,1638,63,21,Lost,Mid CLV,1459.4373
20981.0,49,73,425,6,Loyal,Low CLV,80.75245
51766.0,46,275,110,10,At-Risk,Low CLV,247.8799
55759.0,64,854,578,21,Champions,Mid CLV,925.82446
33039.0,48,78,293,6,At-Risk,Low CLV,72.5799
37787.0,54,106,282,6,At-Risk,Low CLV,72.03292
27242.0,56,106,595,5,Loyal,Low CLV,70.20929
87188.0,43,1923,391,18,Champions,High CLV,1780.1421
69930.0,55,1662,399,21,Champions,Mid CLV,1180.0381
37697.0,50,84,142,6,At-Risk,Low CLV,80.79238
37401.0,53,48,54,5,At-Risk,Low CLV,46.54081
3502.0,53,5,442,0,Loyal,Low CLV,49.769398
58597.0,50,733,586,20,Champions,Mid CLV,983.6117
82032.0,78,1234,85,17,Lost,Mid CLV,1253.1539
28087.0,68,112,565,6,Loyal,Low CLV,108.05962
74004.0,39,1658,125,14,Lost,High CLV,1653.8973
19740.0,66,55,462,5,Loyal,Low CLV,58.053776
57036.0,51,1513,565,22,Champions,Mid CLV,1395.3398
53083.0,68,271,410,11,Loyal,Low CLV,299.25616
69283.0,51,904,15,23,Lost,Mid CLV,949.26764
46098.0,51,120,680,7,Loyal,Low CLV,143.9939
23331.0,38,103,663,6,Loyal,Low CLV,87.11767
23331.0,38,269,632,11,Loyal,Low CLV,308.8319
9255.0,37,22,191,4,At-Risk,Low CLV,30.619986
67786.0,67,1156,204,15,Lost,Mid CLV,1155.4572
71969.0,55,1086,621,16,Champions,Mid CLV,1466.5911
59235.0,59,1128,533,25,Champions,Mid CLV,1082.452
31928.0,37,72,93,7,At-Risk,Low CLV,96.13074
74881.0,65,964,478,23,Champions,Mid CLV,1030.8401
65819.0,48,1383,577,19,Champions,Mid CLV,1240.792
51411.0,73,18,399,3,Loyal,Low CLV,23.574453
51983.0,62,793,667,21,Champions,Mid CLV,791.70483
42386.0,40,100,532,6,Loyal,Low CLV,82.46492
30390.0,39,80,300,5,At-Risk,Low CLV,52.4445
30983.0,63,167,597,7,Loyal,Low CLV,124.970245
66033.0,69,677,525,18,Champions,Mid CLV,979.0663
37284.0,51,23,457,3,Loyal,Low CLV,30.663675
57530.0,75,92,260,6,At-Risk,Low CLV,71.54779
76800.0,61,641,113,15,Lost,Mid CLV,862.5911
63943.0,70,1106,665,16,Champions,Mid CLV,995.26654
76081.0,64,1033,37,13,Lost,Mid CLV,1167.2727
67445.0,52,1174,686,27,Champions,Mid CLV,1335.6918
37054.0,59,25,287,4,At-Risk,Low CLV,38.55269
47175.0,64,240,609,10,Loyal,Low CLV,282.68152
31859.0,50,20,380,3,Loyal,Low CLV,26.13839
27215.0,65,102,522,7,Loyal,Low CLV,120.0565
70179.0,50,1034,343,23,Lost,Mid CLV,1017.0132
39922.0,43,156,500,7,Loyal,Low CLV,119.34547
49681.0,50,458,237,15,Lost,Low CLV,480.0843
24645.0,38,17,605,3,Loyal,Low CLV,40.805405
79865.0,72,792,11,20,Lost,Mid CLV,964.69055
44322.0,41,92,13,6,At-Risk,Low CLV,70.91316
47958.0,74,407,526,14,Loyal,Low CLV,516.7633
63972.0,62,1269,574,19,Champions,Mid CLV,1296.3486
75315.0,72,841,75,21,Lost,Mid CLV,881.3357
55517.0,76,633,640,18,Champions,Low CLV,619.3077
75283.0,69,1019,459,14,Champions,Mid CLV,971.6803
82800.0,80,1315,582,25,Champions,Mid CLV,1392.1481
38998.0,72,54,603,5,Loyal,Low CLV,66.81631
90638.0,35,2525,136,17,Lost,Mid CLV,1477.8588
27161.0,40,52,244,4,At-Risk,Low CLV,35.277557
42014.0,49,436,681,14,Loyal,Low CLV,426.05685
38201.0,66,268,457,11,Loyal,Low CLV,281.3894
45203.0,44,147,98,7,At-Risk,Low CLV,110.78319
81574.0,79,1798,62,17,Lost,High CLV,1720.8519
34935.0,34,137,373,7,Loyal,Low CLV,123.83719
60482.0,50,507,522,16,Loyal,Low CLV,590.8754
34633.0,70,15,157,3,At-Risk,Low CLV,20.466455
78093.0,79,1105,200,16,Lost,Mid CLV,1276.2148
82460.0,76,974,209,14,Lost,Mid CLV,1008.7639
45903.0,60,66,67,6,At-Risk,Low CLV,78.72063
81361.0,39,778,124,26,Lost,Mid CLV,853.5065
35860.0,53,49,41,4,At-Risk,Low CLV,48.89137
40442.0,74,169,679,8,Loyal,Low CLV,174.58
61482.0,61,299,2,11,At-Risk,Low CLV,302.31604
34968.0,46,221,445,10,Loyal,Low CLV,254.23642
75794.0,39,1682,187,24,Lost,High CLV,1563.6045
31497.0,64,155,570,8,Loyal,Low CLV,177.22032
74268.0,71,892,500,12,Champions,Mid CLV,1020.0386
13724.0,38,58,667,4,Loyal,Low CLV,55.185524
45143.0,61,311,307,12,At-Risk,Low CLV,337.79263
52569.0,59,95,85,6,At-Risk,Low CLV,81.68483
48432.0,53,424,619,14,Loyal,Low CLV,428.2465
17144.0,66,47,134,7,At-Risk,Low CLV,76.58209
36108.0,42,339,257,12,At-Risk,Low CLV,418.28143
76445.0,55,1410,639,20,Champions,Mid CLV,1461.7675
36663.0,51,35,65,5,At-Risk,Low CLV,59.408287
53843.0,61,562,367,16,Lost,Low CLV,586.5651
90226.0,70,2352,641,23,Champions,High CLV,2215.877
70638.0,71,1334,393,19,Champions,Mid CLV,1325.4084
44512.0,66,32,303,4,At-Risk,Low CLV,39.5598
27116.0,65,41,119,5,At-Risk,Low CLV,47.71894
54072.0,63,39,337,4,At-Risk,Low CLV,54.716244
71855.0,49,1141,529,21,Champions,Mid CLV,1222.5334
51250.0,36,710,456,19,Champions,Low CLV,752.5736
60432.0,53,401,112,14,At-Risk,Low CLV,421.9125
65526.0,62,506,79,16,Lost,Low CLV,708.30585
68655.0,38,1538,688,20,Champions,Mid CLV,1526.9785
12393.0,48,57,572,5,Loyal,Low CLV,60.103836
64509.0,36,1722,316,18,Lost,Mid CLV,1039.3348
33955.0,51,270,324,11,At-Risk,Low CLV,291.82632
31353.0,49,31,182,4,At-Risk,Low CLV,35.60825
55434.0,42,882,267,21,Lost,Mid CLV,817.9608
28359.0,43,16,245,3,At-Risk,Low CLV,21.541868
57100.0,39,311,42,12,At-Risk,Low CLV,327.49548
69139.0,61,227,153,10,At-Risk,Low CLV,245.60214
52973.0,70,1152,598,24,Champions,Mid CLV,1128.497
51717.0,61,122,313,7,At-Risk,Low CLV,298.8269
18793.0,55,77,533,6,Loyal,Low CLV,77.677574
66664.0,44,1289,642,18,Champions,Mid CLV,1289.6797
50664.0,67,561,529,15,Loyal,Low CLV,513.74585
54414.0,63,211,522,9,Loyal,Low CLV,211.61034
54549.0,74,233,118,10,At-Risk,Low CLV,261.5831
47111.0,55,1092,659,15,Champions,Mid CLV,824.6879
41003.0,63,601,469,16,Champions,Low CLV,556.24677
19444.0,44,54,127,7,At-Risk,Low CLV,84.161354
36301.0,50,78,247,6,At-Risk,Low CLV,72.03292
73059.0,79,1095,302,25,Lost,Mid CLV,1144.6447
42731.0,57,244,251,10,At-Risk,Low CLV,235.51115
52854.0,67,116,97,7,At-Risk,Low CLV,110.321754
22775.0,48,15,375,3,Loyal,Low CLV,23.861843
46681.0,78,425,264,14,At-Risk,Low CLV,459.88177
59821.0,71,734,443,20,Champions,Low CLV,731.9151
50002.0,72,638,377,17,Lost,Low CLV,570.989
69755.0,81,894,270,21,Lost,Mid CLV,1057.4872
44078.0,57,41,10,5,At-Risk,Low CLV,51.728367
30560.0,50,31,367,4,Loyal,Low CLV,40.408382
35924.0,57,34,98,4,At-Risk,Low CLV,38.55269
64140.0,62,1750,279,13,Lost,High CLV,1621.9271
56386.0,45,612,610,17,Champions,Low CLV,618.20197
24594.0,47,29,201,4,At-Risk,Low CLV,34.910854
75774.0,45,823,58,20,Lost,Mid CLV,948.1644
39228.0,66,20,415,3,Loyal,Low CLV,25.66977
58494.0,52,396,199,14,At-Risk,Low CLV,406.0959
58684.0,45,813,13,20,Lost,Mid CLV,866.1635
57136.0,59,1179,407,19,Champions,Low CLV,719.389
56551.0,76,138,53,7,At-Risk,Low CLV,101.50978
22448.0,44,55,123,6,At-Risk,Low CLV,64.6839
82014.0,65,1511,678,21,Champions,High CLV,1607.5892
34213.0,63,117,660,6,Loyal,Low CLV,99.08458
157146.0,49,1730,426,28,Champions,High CLV,1696.5454
25358.0,79,32,342,4,At-Risk,Low CLV,32.09332
35544.0,48,67,113,5,At-Risk,Low CLV,54.46342
36634.0,72,335,397,12,Loyal,Low CLV,340.75668
62670.0,72,825,147,21,Lost,Low CLV,745.31854
50334.0,54,694,340,17,Lost,Low CLV,565.7845
72066.0,45,1792,6,16,Lost,High CLV,1667.8657
50729.0,68,496,423,15,Loyal,Low CLV,493.66113
34916.0,58,231,410,9,Loyal,Low CLV,206.16579
64892.0,50,902,31,22,Lost,Mid CLV,905.66437
43602.0,60,68,170,6,At-Risk,Low CLV,80.79238
33996.0,37,71,291,5,At-Risk,Low CLV,61.95149
41473.0,41,76,375,5,Loyal,Low CLV,60.044403
63246.0,59,772,313,21,Lost,Low CLV,779.70654
36732.0,67,47,182,6,At-Risk,Low CLV,76.720215
69084.0,56,1586,222,23,Lost,Mid CLV,1325.7574
77766.0,59,1529,492,32,Champions,Mid CLV,1538.0411
37929.0,41,265,334,11,Loyal,Low CLV,287.03366
86610.0,75,1603,297,17,Lost,Mid CLV,1349.8774
80141.0,40,2091,534,21,Champions,High CLV,1876.7362
72635.0,71,981,391,20,Champions,Mid CLV,1355.2938
69016.0,56,1533,584,30,Champions,High CLV,1591.7308
20193.0,35,82,578,6,Loyal,Low CLV,96.57285
27573.0,51,244,461,10,Loyal,Low CLV,240.16173
15862.0,47,36,367,4,Loyal,Low CLV,34.644447
49544.0,50,404,502,14,Loyal,Low CLV,420.60962
33228.0,46,71,157,5,At-Risk,Low CLV,52.82925
70440.0,48,1572,264,22,Lost,Mid CLV,1529.7784
38232.0,55,122,163,7,At-Risk,Low CLV,110.64341
22554.0,71,41,603,6,Loyal,Low CLV,80.55123
23536.0,43,10,25,3,At-Risk,Low CLV,19.915632
49413.0,74,304,247,11,At-Risk,Low CLV,276.7993
42231.0,57,37,96,4,At-Risk,Low CLV,38.55269
78789.0,46,1754,690,15,Champions,High CLV,1811.7109
56534.0,58,815,341,21,Lost,Low CLV,765.9578
58350.0,55,1001,541,23,Champions,Mid CLV,1044.7092
81217.0,37,1157,345,21,Lost,Mid CLV,1180.8132
49090.0,75,688,345,18,Lost,Low CLV,671.88745
61787.0,39,1319,358,18,Lost,Mid CLV,1115.757
18169.0,41,21,495,3,Loyal,Low CLV,25.843071
24336.0,45,31,671,3,Loyal,Low CLV,29.771305
18222.0,36,67,545,5,Loyal,Low CLV,60.5098
62335.0,74,708,402,19,Champions,Low CLV,774.5884
42033.0,55,25,648,3,Loyal,Low CLV,32.311264
86580.0,43,746,487,11,Loyal,Mid CLV,789.8744
41437.0,69,32,645,4,Loyal,Low CLV,59.798435
73705.0,75,1695,116,23,Lost,Mid CLV,1425.9098
61064.0,50,1080,667,23,Champions,Mid CLV,1135.9272
38452.0,71,72,91,6,At-Risk,Low CLV,67.31568
18358.0,37,57,221,7,At-Risk,Low CLV,87.56298
55012.0,53,660,100,19,Lost,Low CLV,644.5099
9722.0,53,103,635,7,Loyal,Low CLV,100.06754
38175.0,42,153,279,8,At-Risk,Low CLV,164.13298
58656.0,70,1220,647,28,Champions,Mid CLV,1233.4512
52117.0,61,279,682,11,Loyal,Low CLV,331.18652
64813.0,48,745,178,19,Lost,Low CLV,668.0199
54222.0,53,264,120,11,At-Risk,Low CLV,385.99463
83512.0,40,2157,12,21,Lost,High CLV,2065.3257
77520.0,67,1526,305,22,Lost,High CLV,1595.2028
41154.0,48,69,446,5,Loyal,Low CLV,59.547028
80398.0,60,1597,596,25,Champions,High CLV,1746.4764
18746.0,34,64,31,6,At-Risk,Low CLV,58.188904
35196.0,42,497,593,12,Loyal,Low CLV,395.02228
60230.0,70,1067,405,15,Champions,Mid CLV,841.6766
22108.0,49,31,52,5,At-Risk,Low CLV,38.64284
44392.0,52,211,297,9,At-Risk,Low CLV,202.56813
55424.0,50,877,581,21,Champions,Mid CLV,975.2634
17688.0,47,11,532,3,Loyal,Low CLV,27.072638
92491.0,43,2034,424,24,Champions,Mid CLV,1471.7963
90273.0,35,1991,197,18,Lost,Mid CLV,1522.831
82571.0,64,1686,88,24,Lost,Mid CLV,1330.2257
38513.0,44,324,152,12,At-Risk,Low CLV,348.92883
16653.0,47,69,72,6,At-Risk,Low CLV,60.825935
42586.0,71,252,608,11,Loyal,Low CLV,301.52002
23529.0,61,54,538,4,Loyal,Low CLV,53.755516
74881.0,65,964,478,23,Champions,Mid CLV,1030.8401
71107.0,75,1327,497,26,Champions,Mid CLV,1319.3885
46910.0,62,68,98,5,At-Risk,Low CLV,61.37582
18690.0,67,60,548,4,Loyal,Low CLV,45.47655
37244.0,71,55,428,4,Loyal,Low CLV,54.166
82427.0,60,1456,109,20,Lost,Mid CLV,1536.5632
75342.0,68,563,419,17,Champions,Mid CLV,853.3903
70044.0,72,1504,496,22,Champions,Mid CLV,1388.4344
79146.0,59,564,66,17,Lost,Low CLV,576.19696
77437.0,63,1125,215,22,Lost,Mid CLV,1359.2886
54984.0,67,358,36,13,At-Risk,Low CLV,365.94324
42403.0,55,42,200,4,At-Risk,Low CLV,38.55269
55761.0,62,184,66,8,At-Risk,Low CLV,199.95274
37292.0,43,460,437,14,Loyal,Low CLV,490.53696
45576.0,81,145,32,7,At-Risk,Low CLV,121.128555
70321.0,79,1376,529,24,Champions,Mid CLV,1282.2295
58086.0,57,792,525,21,Champions,Mid CLV,952.2192
81795.0,74,1382,611,22,Champions,Mid CLV,1424.6472
28389.0,79,28,586,3,Loyal,Low CLV,33.396683
66835.0,80,1033,274,23,Lost,Mid CLV,988.81805
69901.0,57,882,396,20,Champions,Mid CLV,968.6443
80360.0,77,2231,483,13,Champions,High CLV,2063.546
63342.0,65,1101,621,16,Champions,Mid CLV,1069.766
44989.0,52,369,655,11,Loyal,Low CLV,305.28342
31859.0,46,48,122,4,At-Risk,Low CLV,34.910854
51569.0,77,467,502,15,Loyal,Low CLV,503.70093
30372.0,55,44,551,5,Loyal,Low CLV,59.65613
16014.0,47,38,469,6,Loyal,Low CLV,80.56915
41120.0,58,81,235,6,At-Risk,Low CLV,81.938545
39763.0,55,167,329,8,At-Risk,Low CLV,179.20247
38725.0,71,45,50,5,At-Risk,Low CLV,44.055553
77981.0,54,664,399,18,Lost,Mid CLV,1204.8589
62905.0,62,622,292,17,Lost,Low CLV,563.0591
13533.0,47,48,476,5,Loyal,Low CLV,53.24315
59481.0,51,461,249,14,At-Risk,Low CLV,568.1321
72117.0,49,1073,313,25,Lost,Mid CLV,1281.075
21955.0,40,55,295,6,At-Risk,Low CLV,67.592735
67131.0,70,976,460,23,Champions,Mid CLV,967.6627
36802.0,46,20,13,4,At-Risk,Low CLV,38.72361
71853.0,44,1149,417,16,Champions,Mid CLV,1372.2809
28249.0,65,43,14,5,At-Risk,Low CLV,49.33789
47808.0,51,224,252,8,At-Risk,Low CLV,194.42297
25509.0,52,101,649,6,Loyal,Low CLV,85.071335
51012.0,80,209,437,9,Loyal,Low CLV,211.0954
70596.0,41,968,632,20,Champions,Mid CLV,1099.0256
85431.0,74,1165,386,16,Champions,Mid CLV,1243.657
42664.0,59,24,103,4,At-Risk,Low CLV,38.55269
42586.0,71,252,608,11,Loyal,Low CLV,301.52002
29760.0,41,165,669,8,Loyal,Low CLV,159.98865
28973.0,49,269,624,11,Loyal,Low CLV,315.05573
39435.0,53,102,327,6,At-Risk,Low CLV,88.92532
65370.0,42,461,332,18,Lost,Low CLV,696.2012
20194.0,47,47,559,5,Loyal,Low CLV,54.73609
42473.0,50,144,132,7,At-Risk,Low CLV,113.24316
64590.0,58,1338,623,23,Champions,Mid CLV,1262.6625
71232.0,67,917,213,23,Lost,Mid CLV,980.26416
34600.0,55,318,544,12,Loyal,Low CLV,361.1387
46904.0,59,253,603,10,Loyal,Low CLV,265.98883
49094.0,53,502,646,15,Loyal,Low CLV,593.3264
36075.0,43,119,202,6,At-Risk,Low CLV,74.77245
60839.0,47,1250,670,16,Champions,Mid CLV,1084.6174
77298.0,47,969,239,23,Lost,Mid CLV,1020.59186
34026.0,76,76,328,6,At-Risk,Low CLV,84.208084
48918.0,63,62,78,5,At-Risk,Low CLV,58.429707
82122.0,64,1382,318,25,Lost,High CLV,1701.2184
37697.0,50,84,142,6,At-Risk,Low CLV,80.79238
34074.0,74,255,351,9,Loyal,Low CLV,290.72614
28520.0,66,43,380,4,Loyal,Low CLV,45.461693
62535.0,71,398,269,13,At-Risk,Low CLV,449.29037
36273.0,49,76,74,6,At-Risk,Low CLV,69.96117
63404.0,62,902,23,13,Lost,Low CLV,712.0896
75774.0,45,823,58,20,Lost,Mid CLV,948.1644
78416.0,50,1179,2,24,Lost,Mid CLV,1187.425
75702.0,52,1921,623,28,Champions,High CLV,1740.5522
59385.0,75,185,427,8,Loyal,Low CLV,189.9079
37070.0,60,433,466,14,Loyal,Low CLV,416.40414
44689.0,75,34,170,4,At-Risk,Low CLV,45.809826
53977.0,68,907,386,22,Champions,Mid CLV,886.46246
7144.0,60,416,204,25,Lost,Low CLV,458.3549
18701.0,62,44,390,6,Loyal,Low CLV,68.18949
90369.0,70,1588,62,16,Lost,High CLV,1555.0096
63159.0,52,1797,601,16,Champions,Mid CLV,1520.8628
37758.0,60,40,633,4,Loyal,Low CLV,40.16015
46757.0,63,1143,590,15,Champions,Low CLV,716.7178
79734.0,57,914,1,13,Lost,Mid CLV,1029.5591
63207.0,34,1502,525,11,Champions,Mid CLV,1382.8127
72071.0,72,1338,500,17,Champions,Mid CLV,1274.947
21840.0,43,27,343,4,At-Risk,Low CLV,36.430664
58582.0,44,763,274,20,Lost,Mid CLV,781.72345
72282.0,75,1331,345,21,Lost,Mid CLV,1236.4226
50387.0,70,525,302,16,Lost,Low CLV,482.7045
32583.0,65,9,14,3,At-Risk,Low CLV,20.19794
62568.0,64,953,83,13,Lost,Low CLV,749.3169
44635.0,55,68,261,5,At-Risk,Low CLV,54.323643
33316.0,55,131,268,7,At-Risk,Low CLV,114.38932
63967.0,58,882,324,20,Lost,Mid CLV,851.77985
52513.0,48,1149,663,23,Champions,Mid CLV,1069.5481
25293.0,57,37,287,4,At-Risk,Low CLV,36.754406
54111.0,61,388,308,13,At-Risk,Low CLV,395.61652
78394.0,40,1428,499,15,Champions,High CLV,1611.9784
80739.0,68,1633,402,23,Champions,Mid CLV,1504.7188
22669.0,51,173,403,7,Loyal,Low CLV,102.24132
29236.0,39,99,264,7,At-Risk,Low CLV,101.59467
44911.0,67,215,471,9,Loyal,Low CLV,207.13416
54693.0,64,929,497,23,Champions,Mid CLV,959.09766
48186.0,52,219,101,9,At-Risk,Low CLV,204.60106
54809.0,49,174,291,8,At-Risk,Low CLV,166.37405
41580.0,48,92,566,6,Loyal,Low CLV,97.98443
80336.0,56,1052,293,24,Lost,Mid CLV,1156.6129
47743.0,69,275,464,11,Loyal,Low CLV,330.81104
62972.0,71,587,695,14,Loyal,Low CLV,732.9499
57333.0,72,1662,645,22,Champions,Mid CLV,1239.0577
32313.0,44,159,503,8,Loyal,Low CLV,170.8528
84953.0,73,1024,391,17,Champions,Mid CLV,1233.8375
27071.0,58,35,67,5,At-Risk,Low CLV,48.47029
68148.0,69,1042,302,14,Lost,Mid CLV,978.65283
65735.0,61,395,204,14,At-Risk,Low CLV,466.48383
86836.0,51,557,655,22,Champions,High CLV,1573.891
4023.0,63,9,6,0,At-Risk,Low CLV,26.350143
30093.0,36,69,356,5,Loyal,Low CLV,59.16087
57705.0,60,486,169,15,Lost,Low CLV,477.54813
25008.0,38,34,147,4,At-Risk,Low CLV,34.571392
83257.0,31,1365,649,27,Champions,Mid CLV,1365.3478
22280.0,51,13,406,3,Loyal,Low CLV,21.794168
72159.0,48,1401,608,20,Champions,Mid CLV,1514.8656
64260.0,65,1574,534,13,Champions,Mid CLV,1178.0552
82733.0,42,1323,292,19,Lost,Mid CLV,1358.5231
74290.0,55,1217,321,28,Lost,Mid CLV,1438.2958
58217.0,75,103,589,6,Loyal,Low CLV,140.58759
21024.0,50,84,360,6,Loyal,Low CLV,70.93811
70116.0,54,1536,519,22,Champions,Mid CLV,1445.6124
54006.0,41,581,649,16,Champions,Low CLV,594.51965
69063.0,60,928,599,13,Champions,Mid CLV,1037.7803
11448.0,51,14,196,3,At-Risk,Low CLV,18.243036
61825.0,47,424,326,14,Loyal,Low CLV,436.02496
70886.0,55,960,258,13,Lost,Mid CLV,1023.5359
69109.0,44,1555,597,19,Champions,High CLV,1569.1082
60208.0,53,656,630,18,Champions,Mid CLV,865.84467
32889.0,58,55,296,6,At-Risk,Low CLV,71.88854
34738.0,42,20,49,4,At-Risk,Low CLV,30.90963
30538.0,55,367,636,13,Loyal,Low CLV,390.4515
82326.0,49,2257,111,21,Lost,High CLV,2112.8315
26642.0,59,42,120,5,At-Risk,Low CLV,50.542038
69932.0,62,1049,382,24,Champions,Mid CLV,1112.5352
44503.0,54,48,74,5,At-Risk,Low CLV,52.251896
60200.0,78,685,543,19,Champions,Low CLV,713.7609
49638.0,74,39,71,4,At-Risk,Low CLV,32.04013
23830.0,39,43,142,4,At-Risk,Low CLV,35.277557
33051.0,67,835,682,18,Champions,Low CLV,658.04834
72905.0,68,1515,159,19,Lost,Mid CLV,1410.1226
69702.0,75,1039,495,24,Champions,Mid CLV,1244.5931
70300.0,51,1596,349,23,Champions,Mid CLV,1156.9454
70643.0,42,1828,622,17,Champions,High CLV,1709.3273
30396.0,57,34,60,4,At-Risk,Low CLV,41.292267
50616.0,58,149,72,8,At-Risk,Low CLV,166.98372
62772.0,57,946,406,22,Champions,Mid CLV,998.36835
30298.0,41,28,41,5,At-Risk,Low CLV,44.10604
52413.0,42,450,603,15,Loyal,Low CLV,561.3302
44155.0,69,46,161,4,At-Risk,Low CLV,45.090996
86979.0,55,1702,234,15,Lost,High CLV,1617.6544
